date|bullish_index|bearish_index|bull_bear_difference|no_bull_tweets|no_bear_tweets
2013-09-15|1.754608|1.823276|-0.068668|102|58
2013-09-16|1.62611|1.813936|-0.187827|694|564
2013-09-17|1.648004|1.691756|-0.043752|546|336
2013-09-18|1.748529|1.71569|0.032839|605|355
2013-09-19|1.719823|1.757542|-0.037719|452|240
2013-09-20|1.677543|1.858758|-0.181214|578|330
2013-09-21|1.693243|1.913247|-0.220004|111|77
2013-09-22|1.651505|1.728108|-0.076603|93|74
2013-09-23|1.721246|1.754242|-0.032997|907|495
2013-09-24|1.748138|1.614235|0.133903|392|196
2013-09-25|1.637287|1.701391|-0.064104|387|230
2013-09-26|1.73266|1.635956|0.096704|312|136
2013-09-27|1.654871|1.568407|0.086464|232|113
2013-09-28|1.562308|1.983125|-0.420817|39|16
2013-09-29|1.449184|1.833235|-0.384052|49|34
2013-09-30|1.701959|1.690135|0.011824|245|148
2013-10-01|1.766144|1.585732|0.180411|459|157
2013-10-02|1.671258|1.731699|-0.060441|302|153
2013-10-03|1.633175|1.904407|-0.271232|252|177
2013-10-04|1.737797|1.679352|0.058445|236|108
2013-10-05|1.764074|1.3025|0.461574|27|8
2013-10-06|1.622703|1.868571|-0.245869|37|14
2013-10-07|1.769924|1.616791|0.153133|262|134
2013-10-08|1.561814|1.773206|-0.211392|215|131
2013-10-09|1.520556|1.5984|-0.077844|216|100
2013-10-10|1.606703|1.536063|0.070641|273|160
2013-10-11|1.746316|1.607213|0.139103|304|122
2013-10-12|1.865417|1.607|0.258417|24|30
2013-10-13|1.827297|1.711613|0.115684|37|31
2013-10-14|1.731507|1.7373|-0.005793|219|100
2013-10-15|1.744472|1.679051|0.065421|284|137
2013-10-16|1.748225|1.809914|-0.061689|231|116
2013-10-17|1.853276|1.536106|0.31717|290|113
2013-10-18|1.830166|1.676333|0.153833|301|90
2013-10-19|1.779672|1.570385|0.209288|61|26
2013-10-20|1.866042|1.314|0.552042|48|15
2013-10-21|1.809176|1.474348|0.334828|461|207
2013-10-22|1.670584|1.838571|-0.167987|685|420
2013-10-23|1.770112|1.664774|0.105338|357|155
2013-10-24|1.827414|1.669427|0.157987|522|192
2013-10-25|1.672225|1.725727|-0.053502|409|227
2013-10-26|1.8032|1.844333|-0.041133|75|30
2013-10-27|1.66|1.466136|0.193864|93|44
2013-10-28|1.776157|1.778889|-0.002732|1335|639
2013-10-29|1.670515|1.822533|-0.152018|835|454
2013-10-30|1.68389|1.6509|0.03299|347|200
2013-10-31|1.645253|1.720392|-0.075139|217|102
2013-11-01|1.699618|1.753963|-0.054345|288|164
2013-11-02|1.748298|2.334286|-0.585988|47|21
2013-11-03|1.688|1.80625|-0.11825|40|24
2013-11-04|1.637523|1.787547|-0.150025|222|106
2013-11-05|1.727419|1.886559|-0.15914|186|93
2013-11-06|1.646335|1.757103|-0.110769|221|145
2013-11-07|1.614542|1.877234|-0.262692|284|188
2013-11-08|1.709281|1.735489|-0.026208|292|133
2013-11-09|1.894815|1.968182|-0.073367|27|11
2013-11-10|1.663|1.9655|-0.3025|50|20
2013-11-11|1.652988|1.760541|-0.107553|241|148
2013-11-12|1.799447|1.506486|0.292961|199|111
2013-11-13|1.694828|1.72339|-0.028562|290|118
2013-11-14|1.787715|1.64632|0.141395|337|125
2013-11-15|1.786897|1.725974|0.060923|319|154
2013-11-16|1.859583|2.141111|-0.281528|24|9
2013-11-17|1.78525|1.15|0.63525|40|7
2013-11-18|1.650438|1.852966|-0.202527|251|145
2013-11-19|1.587473|1.780755|-0.193282|182|106
2013-11-20|1.554167|1.761392|-0.207226|276|158
2013-11-21|1.685342|1.604491|0.080851|380|167
2013-11-22|1.765153|1.711224|0.053929|196|98
2013-11-23|1.716129|1.778571|-0.062442|31|7
2013-11-24|1.865714|1.752857|0.112857|56|14
2013-11-25|1.803872|1.592523|0.21135|235|111
2013-11-26|1.835156|1.545253|0.289903|514|198
2013-11-27|1.832364|1.485455|0.346909|440|187
2013-11-28|1.764688|1.973333|-0.208646|64|12
2013-11-29|1.854985|1.6712|0.183785|325|150
2013-11-30|1.781224|1.634737|0.146488|49|19
2013-12-01|1.818028|1.855588|-0.03756|71|34
2013-12-02|1.696413|1.663757|0.032656|368|181
2013-12-03|1.748981|1.664082|0.0849|481|196
2013-12-04|1.767078|1.463682|0.303396|486|258
2013-12-05|1.693881|1.631908|0.061973|536|325
2013-12-06|1.695395|1.643506|0.051888|456|231
2013-12-07|1.792174|1.76625|0.025924|46|24
2013-12-08|1.751404|1.495|0.256404|57|28
2013-12-09|1.75328|1.585426|0.167853|311|129
2013-12-10|1.789386|1.559206|0.23018|277|126
2013-12-11|1.743644|1.721657|0.021986|365|181
2013-12-12|1.774404|1.728588|0.045816|277|170
2013-12-13|1.684103|1.72641|-0.042308|312|195
2013-12-14|1.834082|1.709565|0.124516|49|23
2013-12-15|1.761967|2.003158|-0.241191|61|19
2013-12-16|1.74971|1.54913|0.20058|276|138
2013-12-17|1.686859|1.809862|-0.123003|277|145
2013-12-18|1.644777|1.7525|-0.107723|582|328
2013-12-19|1.627296|1.80658|-0.179284|270|193
2013-12-20|1.71279|1.505581|0.207208|233|86
2013-12-21|1.910952|1.718182|0.192771|21|11
2013-12-22|1.88985|1.725703|0.164146|266|128
2013-12-23|1.77906|1.6235|0.15556|649|220
2013-12-24|1.754798|1.65|0.104798|198|97
2013-12-25|1.7636|1.655333|0.108267|50|15
2013-12-26|1.721168|1.560952|0.160216|274|126
2013-12-27|1.669904|1.823286|-0.153382|312|140
2013-12-28|1.746111|1.666|0.080111|90|30
2013-12-29|1.554878|1.720278|-0.1654|41|36
2013-12-30|1.607427|1.733571|-0.126145|307|154
2013-12-31|1.744301|1.600649|0.143651|193|77
2014-01-01|1.576757|2.403333|-0.826577|37|3
2014-01-02|1.701455|1.735598|-0.034143|378|209
2014-01-03|1.579311|1.802392|-0.223082|566|372
2014-01-04|1.513594|1.711154|-0.19756|64|52
2014-01-05|1.669595|1.774545|-0.104951|74|55
2014-01-06|1.643571|1.691442|-0.047871|504|312
2014-01-07|1.676452|1.806884|-0.130432|420|276
2014-01-08|1.736844|1.793519|-0.056675|301|162
2014-01-09|1.590103|1.846347|-0.256245|390|334
2014-01-10|1.6206|1.782515|-0.161915|433|334
2014-01-11|1.602889|1.600429|0.00246|90|70
2014-01-12|1.678182|1.7938|-0.115618|88|50
2014-01-13|1.679352|1.846307|-0.166955|432|241
2014-01-14|1.788166|1.704557|0.083609|398|158
2014-01-15|1.804107|1.758536|0.045571|487|239
2014-01-16|1.773868|1.777908|-0.004041|318|153
2014-01-17|1.625023|1.7243|-0.099277|442|300
2014-01-18|1.572923|1.974762|-0.401839|65|42
2014-01-19|1.581972|1.703784|-0.121812|71|37
2014-01-20|1.715795|1.814286|-0.09849|88|28
2014-01-21|1.745306|1.802026|-0.05672|294|153
2014-01-22|1.754511|1.719128|0.035384|399|149
2014-01-23|1.742886|1.746408|-0.003522|440|245
2014-01-24|1.7025|1.77574|-0.07324|392|223
2014-01-25|1.883636|1.653|0.230636|88|40
2014-01-26|1.689712|1.869111|-0.1794|104|45
2014-01-27|1.676533|1.851779|-0.175247|1269|843
2014-01-28|1.646247|1.748396|-0.102149|938|611
2014-01-29|1.658563|1.752268|-0.093705|536|410
2014-01-30|1.677113|1.631614|0.045499|523|316
2014-01-31|1.711347|1.741781|-0.030434|386|247
2014-02-01|1.689036|1.629074|0.059962|83|54
2014-02-02|1.706458|1.782333|-0.075875|96|30
2014-02-03|1.721672|1.936062|-0.21439|317|226
2014-02-04|1.652876|1.770859|-0.117983|226|163
2014-02-05|1.674274|1.791311|-0.117037|248|122
2014-02-06|1.635884|1.658261|-0.022376|277|115
2014-02-07|1.685928|1.856395|-0.170468|442|172
2014-02-08|1.668667|1.774583|-0.105917|45|24
2014-02-09|1.569014|1.806667|-0.237653|71|21
2014-02-10|1.765607|1.491667|0.27394|280|102
2014-02-11|1.725729|1.725357|0.000372|192|84
2014-02-12|1.596318|1.693556|-0.097237|201|135
2014-02-13|1.597015|1.636111|-0.039096|268|162
2014-02-14|1.7275|1.803529|-0.076029|192|102
2014-02-15|1.543636|1.203571|0.340065|33|14
2014-02-16|1.75197|1.648|0.10397|66|20
2014-02-17|1.852419|2.051429|-0.199009|62|14
2014-02-18|1.783542|1.740588|0.042953|192|102
2014-02-19|1.636407|1.816524|-0.180117|231|164
2014-02-20|1.714147|1.696041|0.018107|299|197
2014-02-21|1.611895|1.811934|-0.200039|285|181
2014-02-22|1.627018|1.73|-0.102982|57|23
2014-02-23|1.493488|2.005517|-0.512029|43|29
2014-02-24|1.67068|1.678397|-0.007718|309|156
2014-02-25|1.596532|1.716067|-0.119535|248|178
2014-02-26|1.699835|1.702615|-0.00278|363|218
2014-02-27|1.724005|1.769195|-0.04519|402|174
2014-02-28|1.640922|1.847989|-0.207067|293|179
2014-03-01|1.637778|1.687368|-0.049591|27|19
2014-03-02|1.578125|2.015588|-0.437463|48|34
2014-03-03|1.689447|1.785437|-0.09599|235|103
2014-03-04|1.834279|1.717791|0.116488|215|86
2014-03-05|1.757685|1.697105|0.06058|216|76
2014-03-06|1.643725|1.666556|-0.02283|153|90
2014-03-07|1.750588|1.773095|-0.022507|187|84
2014-03-08|1.6035|1.705625|-0.102125|40|16
2014-03-09|1.826207|1.25|0.576207|29|11
2014-03-10|1.890625|1.849367|0.041258|128|79
2014-03-11|1.848849|1.756414|0.092435|278|145
2014-03-12|1.774671|1.828841|-0.05417|167|69
2014-03-13|1.61775|1.819771|-0.202021|200|131
2014-03-14|1.534946|1.97064|-0.435694|184|125
2014-03-15|1.187059|1.990769|-0.80371|17|13
2014-03-16|1.643488|1.435|0.208488|43|18
2014-03-17|1.635|1.954267|-0.319267|130|75
2014-03-18|1.723899|1.899733|-0.175834|159|75
2014-03-19|1.723478|1.62675|0.096728|138|80
2014-03-20|1.667887|1.898846|-0.230959|142|104
2014-03-21|1.60774|1.879703|-0.271963|208|101
2014-03-22|1.814762|1.672667|0.142095|42|15
2014-03-23|1.964643|1.366842|0.597801|56|19
2014-03-24|1.712943|1.5715|0.141443|316|120
2014-03-25|1.756817|1.550818|0.205999|333|110
2014-03-26|1.695687|1.613841|0.081846|262|138
2014-03-27|1.603072|1.757416|-0.154343|166|89
2014-03-28|1.680533|1.78988|-0.109346|150|83
2014-03-29|1.937941|1.499286|0.438655|34|14
2014-03-30|1.777727|1.82125|-0.043523|22|8
2014-03-31|1.628601|1.746296|-0.117695|143|81
2014-04-01|1.668246|1.671194|-0.002948|171|67
2014-04-02|1.81|1.573966|0.236034|161|58
2014-04-03|1.652636|1.716143|-0.063506|110|70
2014-04-04|1.74642|1.899911|-0.15349|176|112
2014-04-05|1.891|2.077143|-0.186143|20|7
2014-04-06|1.733|1.366667|0.366333|20|9
2014-04-07|1.667809|1.836556|-0.168747|178|151
2014-04-08|1.58681|1.694302|-0.107493|163|86
2014-04-09|1.573971|1.804386|-0.230415|136|57
2014-04-10|1.711346|1.678276|0.03307|156|116
2014-04-11|1.634605|1.782857|-0.148252|152|140
2014-04-12|1.903571|1.897692|0.005879|14|13
2014-04-13|1.82|1.895909|-0.075909|25|22
2014-04-14|1.682193|1.627273|0.05492|114|66
2014-04-15|1.595756|1.814453|-0.218697|172|128
2014-04-16|1.669241|1.840208|-0.170967|145|96
2014-04-17|1.811131|1.75725|0.053881|168|80
2014-04-18|1.918235|1.849412|0.068824|17|17
2014-04-19|1.50125|2.087|-0.58575|16|10
2014-04-20|1.481364|1.684286|-0.202922|22|7
2014-04-21|1.6982|1.801724|-0.103524|100|58
2014-04-22|1.69637|1.835882|-0.139512|135|68
2014-04-23|1.780308|1.857232|-0.076924|843|448
2014-04-24|1.753748|1.737758|0.01599|523|330
2014-04-25|1.777544|1.835149|-0.057605|342|202
2014-04-26|1.84125|1.334348|0.506902|48|23
2014-04-27|1.915556|1.614706|0.30085|54|34
2014-04-28|1.731761|1.745271|-0.01351|426|203
2014-04-29|1.698423|1.726389|-0.027966|241|144
2014-04-30|1.639586|1.653005|-0.013419|290|193
2014-05-01|1.637467|1.647101|-0.009635|225|138
2014-05-02|1.664971|1.818443|-0.153472|171|122
2014-05-03|1.8244|1.216|0.6084|25|5
2014-05-04|1.624444|1.748|-0.123556|18|10
2014-05-05|1.783943|1.73471|0.049233|350|155
2014-05-06|1.653376|1.697563|-0.044187|237|119
2014-05-07|1.606146|1.908932|-0.302786|192|103
2014-05-08|1.849243|1.73125|0.117993|317|144
2014-05-09|1.888133|1.845854|0.042279|391|164
2014-05-10|2.005|1.640556|0.364444|58|18
2014-05-11|1.758235|1.763333|-0.005098|51|21
2014-05-12|1.929082|1.709211|0.219871|196|76
2014-05-13|1.718889|1.852769|-0.13388|135|65
2014-05-14|1.690959|2.006458|-0.315499|146|144
2014-05-15|1.725659|1.979297|-0.253638|182|128
2014-05-16|1.729858|1.759343|-0.029485|211|137
2014-05-17|1.591463|1.847391|-0.255928|41|23
2014-05-18|2.178182|1.708|0.470182|33|10
2014-05-19|1.844366|1.812198|0.032168|213|91
2014-05-20|1.638|1.935317|-0.297317|165|126
2014-05-21|1.777543|1.725275|0.052268|175|91
2014-05-22|1.739126|1.598587|0.140539|206|92
2014-05-23|1.804111|1.616916|0.187196|287|107
2014-05-24|2.054884|1.493333|0.56155|43|15
2014-05-25|1.834783|2.145|-0.310217|23|4
2014-05-26|1.618333|2.061818|-0.443485|54|11
2014-05-27|1.727195|1.661266|0.065929|303|158
2014-05-28|1.867097|1.702|0.165097|279|165
2014-05-29|1.943797|1.612905|0.330891|403|179
2014-05-30|1.747813|1.715973|0.03184|471|293
2014-05-31|1.798125|1.441818|0.356307|32|22
2014-06-01|1.745588|1.488367|0.257221|68|49
2014-06-02|1.647249|1.80313|-0.155881|498|361
2014-06-03|1.770633|1.823677|-0.053044|395|223
2014-06-04|1.668993|1.673455|-0.004461|437|275
2014-06-05|1.788626|1.681789|0.106836|393|190
2014-06-06|1.695988|1.861942|-0.165954|324|242
2014-06-07|1.66225|1.464783|0.197467|80|23
2014-06-08|1.7775|1.62275|0.15475|96|40
2014-06-09|1.771553|1.687831|0.083722|483|189
2014-06-10|1.729538|1.60528|0.124257|346|214
2014-06-11|1.619769|1.731871|-0.112102|260|171
2014-06-12|1.661667|1.601498|0.060169|288|247
2014-06-13|1.547395|1.761168|-0.213773|261|197
2014-06-14|1.59|1.73|-0.14|25|12
2014-06-15|1.4775|2.047059|-0.569559|28|17
2014-06-16|1.564946|1.6574|-0.092454|186|100
2014-06-17|1.675029|1.775467|-0.100438|173|75
2014-06-18|1.732242|1.61875|0.113492|223|136
2014-06-19|1.827708|1.880901|-0.053193|192|111
2014-06-20|1.695935|1.807661|-0.111727|214|124
2014-06-21|1.788065|1.738095|0.049969|31|21
2014-06-22|1.742368|1.767568|-0.025199|38|37
2014-06-23|1.608611|1.795769|-0.187158|180|156
2014-06-24|1.601457|1.794052|-0.192595|247|153
2014-06-25|1.668907|1.777929|-0.109022|247|140
2014-06-26|1.75015|1.78243|-0.03228|267|107
2014-06-27|1.826343|1.82439|0.001952|216|82
2014-06-28|1.637097|1.57125|0.065847|31|8
2014-06-29|2.057838|1.935455|0.122383|37|11
2014-06-30|1.758884|1.689899|0.068985|251|99
2014-07-01|1.662296|1.665823|-0.003527|196|79
2014-07-02|1.753155|1.555727|0.197428|206|110
2014-07-03|1.732208|1.700588|0.03162|154|34
2014-07-04|1.953125|2.483333|-0.530208|16|12
2014-07-05|1.867273|0|1.867273|22|0
2014-07-06|1.826154|1.746667|0.079487|26|3
2014-07-07|1.840864|1.408065|0.4328|324|124
2014-07-08|1.744281|1.764859|-0.020578|292|142
2014-07-09|1.89486|1.681184|0.213676|179|76
2014-07-10|1.647607|1.69475|-0.047143|234|120
2014-07-11|1.699116|1.648852|0.050263|147|61
2014-07-12|1.931379|1.032222|0.899157|29|9
2014-07-13|1.954211|1.296154|0.658057|19|13
2014-07-14|1.797766|1.598154|0.199612|188|65
2014-07-15|1.769912|1.701765|0.068147|339|170
2014-07-16|1.731163|1.846228|-0.115064|404|281
2014-07-17|1.649705|1.811634|-0.161929|305|202
2014-07-18|1.792785|1.916176|-0.123392|237|102
2014-07-19|1.786667|2.013|-0.226333|24|10
2014-07-20|1.773514|1.669375|0.104139|37|16
2014-07-21|1.880698|1.771064|0.109634|215|94
2014-07-22|1.799546|1.845983|-0.046437|771|361
2014-07-23|1.859006|1.729522|0.129484|503|209
2014-07-24|1.760176|1.79134|-0.031164|170|97
2014-07-25|1.774068|1.968837|-0.194769|177|43
2014-07-26|1.541333|2.095714|-0.554381|45|14
2014-07-27|1.623684|1.976667|-0.352982|38|9
2014-07-28|1.806105|1.61675|0.189355|267|120
2014-07-29|1.77268|1.774066|-0.001386|194|91
2014-07-30|1.801329|1.627941|0.173388|158|68
2014-07-31|1.797897|1.856632|-0.058735|271|190
2014-08-01|1.79967|1.807295|-0.007625|212|122
2014-08-02|1.53375|1.182857|0.350893|16|7
2014-08-03|1.792609|2.029167|-0.236558|23|12
2014-08-04|1.671337|1.6773|-0.005963|187|100
2014-08-05|1.729803|1.756981|-0.027178|254|159
2014-08-06|1.667819|1.612321|0.055498|188|112
2014-08-07|1.572795|1.929111|-0.356316|229|135
2014-08-08|1.678952|1.781189|-0.102237|229|143
2014-08-09|1.891818|1.867895|0.023923|22|19
2014-08-10|1.94087|0.565714|1.375155|23|7
2014-08-11|1.852143|1.851111|0.001032|168|72
2014-08-12|1.704539|1.422093|0.282446|152|43
2014-08-13|1.766242|1.622344|0.143898|157|64
2014-08-14|1.853798|1.897273|-0.043474|129|55
2014-08-15|1.848824|1.80597|0.042853|153|67
2014-08-16|1.821|2.468889|-0.647889|20|9
2014-08-17|1.793226|2.536667|-0.743441|31|9
2014-08-18|1.789136|1.684444|0.104691|243|99
2014-08-19|1.90211|1.660906|0.241205|507|276
2014-08-20|1.803209|1.661337|0.141872|268|172
2014-08-21|1.747396|1.76339|-0.015994|192|118
2014-08-22|1.759522|1.602066|0.157456|293|121
2014-08-23|1.6116|1.553846|0.057754|25|13
2014-08-24|1.869524|1.457647|0.411877|42|17
2014-08-25|1.847365|1.521348|0.326017|167|89
2014-08-26|1.774093|1.788659|-0.014565|193|82
2014-08-27|1.756302|1.614286|0.142016|384|154
2014-08-28|1.728113|1.676727|0.051386|212|110
2014-08-29|1.776708|1.522115|0.254593|161|52
2014-08-30|1.850323|1.661818|0.188504|31|11
2014-08-31|1.629808|1.907857|-0.278049|52|14
2014-09-01|1.700125|2.089412|-0.389287|80|34
2014-09-02|1.726387|1.707471|0.018916|274|87
2014-09-03|1.671714|1.82541|-0.153696|916|708
2014-09-04|1.675955|1.832076|-0.15612|628|448
2014-09-05|1.811149|1.903359|-0.09221|322|131
2014-09-06|1.685484|1.375882|0.309602|62|17
2014-09-07|1.672286|1.405833|0.266452|70|36
2014-09-08|1.663093|1.720042|-0.056949|388|238
2014-09-09|1.712651|1.841916|-0.129265|1260|856
2014-09-10|1.724484|1.777405|-0.052921|727|370
2014-09-11|1.716128|1.79914|-0.083013|439|221
2014-09-12|1.689073|1.746226|-0.057152|464|257
2014-09-13|1.783542|1.9488|-0.165258|48|25
2014-09-14|1.640169|1.616744|0.023425|59|43
2014-09-15|1.74862|1.825309|-0.076689|355|243
2014-09-16|1.695436|1.776255|-0.080819|390|243
2014-09-17|1.664466|1.847956|-0.18349|253|137
2014-09-18|1.869189|1.770988|0.098202|185|81
2014-09-19|1.71692|1.913492|-0.196572|263|126
2014-09-20|1.857708|1.849394|0.008314|48|33
2014-09-21|1.802353|1.982759|-0.180406|68|58
2014-09-22|1.726653|1.853415|-0.126762|242|205
2014-09-23|1.803106|1.914295|-0.111189|322|156
2014-09-24|1.631788|1.824186|-0.192398|425|258
2014-09-25|1.635757|1.908785|-0.273028|733|535
2014-09-26|1.680579|1.774023|-0.093444|432|261
2014-09-27|1.596613|2.054545|-0.457933|62|22
2014-09-28|1.706566|1.755962|-0.049396|99|52
2014-09-29|1.757841|1.863728|-0.105887|264|169
2014-09-30|1.677969|1.943492|-0.265523|261|126
2014-10-01|1.662753|1.906398|-0.243645|316|211
2014-10-02|1.660639|1.81699|-0.156351|360|206
2014-10-03|1.729933|1.707815|0.022119|300|151
2014-10-04|1.771346|1.6764|0.094946|52|25
2014-10-05|1.77561|1.708182|0.067428|41|22
2014-10-06|1.809704|1.906071|-0.096367|203|112
2014-10-07|1.81478|1.732201|0.082578|295|159
2014-10-08|1.804|1.664833|0.139167|330|120
2014-10-09|1.711786|1.771132|-0.059346|476|212
2014-10-10|1.745536|1.859771|-0.114235|280|131
2014-10-11|1.829231|1.911333|-0.082103|39|15
2014-10-12|1.721613|1.751282|-0.029669|62|39
2014-10-13|1.682409|1.841938|-0.159529|220|129
2014-10-14|1.598674|1.851979|-0.253305|279|192
2014-10-15|1.767426|1.866658|-0.099233|571|401
2014-10-16|1.710984|1.822595|-0.111611|437|289
2014-10-17|1.797147|1.817483|-0.020335|333|143
2014-10-18|1.72425|1.831379|-0.107129|80|29
2014-10-19|1.685625|1.590333|0.095292|80|30
2014-10-20|1.824531|1.8396|-0.015069|810|400
2014-10-21|1.788039|1.800988|-0.01295|571|253
2014-10-22|1.912274|1.82223|0.090044|321|148
2014-10-23|1.778374|1.614954|0.16342|406|218
2014-10-24|1.758159|1.838|-0.079841|239|110
2014-10-25|1.7325|1.682759|0.049741|44|29
2014-10-26|1.788833|1.785|0.003833|60|24
2014-10-27|1.713333|1.845663|-0.132329|117|83
2014-10-28|1.709336|1.623577|0.08576|211|137
2014-10-29|1.867204|1.659528|0.207676|211|127
2014-10-30|1.81942|1.828686|-0.009265|276|175
2014-10-31|1.760147|1.735833|0.024314|204|84
2014-11-01|1.741707|1.695|0.046707|41|12
2014-11-02|1.676905|1.796207|-0.119302|42|29
2014-11-03|1.816719|1.622857|0.193862|256|119
2014-11-04|1.611963|1.7747|-0.162737|163|100
2014-11-05|1.823411|1.931702|-0.108291|129|47
2014-11-06|1.633446|1.779028|-0.145581|177|72
2014-11-07|1.757477|1.84549|-0.088013|111|51
2014-11-08|1.762105|1.743|0.019105|19|10
2014-11-09|1.520909|1.452|0.068909|33|20
2014-11-10|1.794845|1.699535|0.09531|97|43
2014-11-11|1.879431|1.465682|0.413749|123|44
2014-11-12|1.941704|1.627176|0.314528|223|85
2014-11-13|1.818788|1.57432|0.244468|264|125
2014-11-14|1.757059|1.560556|0.196503|221|108
2014-11-15|1.96129|1.630833|0.330457|31|12
2014-11-16|1.771346|1.8768|-0.105454|52|25
2014-11-17|1.782769|1.579265|0.203505|195|136
2014-11-18|1.795957|1.709459|0.086497|230|74
2014-11-19|1.708068|1.830762|-0.122694|176|105
2014-11-20|1.865524|1.593839|0.271685|248|112
2014-11-21|1.707236|1.685085|0.022152|275|118
2014-11-22|1.774|1.463846|0.310154|35|13
2014-11-23|1.686857|1.6108|0.076057|35|25
2014-11-24|1.772758|1.600245|0.172512|330|163
2014-11-25|1.704727|1.624664|0.080063|385|253
2014-11-26|1.663984|1.64521|0.018774|251|119
2014-11-27|1.942203|1.329091|0.613112|59|11
2014-11-28|1.856508|1.958261|-0.101753|126|46
2014-11-29|1.966|1.5875|0.3785|30|8
2014-11-30|1.635676|1.6775|-0.041824|37|8
2014-12-01|1.681105|1.79633|-0.115224|371|267
2014-12-02|1.705055|1.773509|-0.068454|362|228
2014-12-03|1.721933|1.741928|-0.019995|326|166
2014-12-04|1.695581|1.897797|-0.202215|258|177
2014-12-05|1.725476|1.752125|-0.026649|252|160
2014-12-06|1.767333|1.583636|0.183697|30|11
2014-12-07|2.043043|1.436|0.607043|23|15
2014-12-08|1.624054|1.722809|-0.098755|370|299
2014-12-09|1.65063|1.723454|-0.072824|508|249
2014-12-10|1.567228|1.658552|-0.091324|303|221
2014-12-11|1.697329|1.731636|-0.034308|277|165
2014-12-12|1.605084|1.702429|-0.097345|358|280
2014-12-13|1.773514|1.883|-0.109486|37|20
2014-12-14|1.669091|1.931724|-0.262633|44|29
2014-12-15|1.684384|1.729781|-0.045397|365|228
2014-12-16|1.655319|1.706655|-0.051337|408|290
2014-12-17|1.656447|1.606895|0.049553|380|190
2014-12-18|1.759196|1.747561|0.011635|373|205
2014-12-19|1.747059|1.690282|0.056777|221|142
2014-12-20|1.800769|1.468182|0.332587|39|11
2014-12-21|1.767407|1.193571|0.573836|27|14
2014-12-22|1.850292|1.561059|0.289234|171|85
2014-12-23|1.821168|1.696563|0.124606|214|96
2014-12-24|1.60668|1.550424|0.056256|247|165
2014-12-25|1.72875|1.388182|0.340568|16|11
2014-12-26|1.846067|1.535304|0.310763|178|115
2014-12-27|1.907059|1.115625|0.791434|34|16
2014-12-28|1.9175|1.3812|0.5363|40|25
2014-12-29|1.652697|1.705426|-0.052729|152|129
2014-12-30|1.583303|1.804715|-0.221412|221|193
2014-12-31|1.595591|1.82848|-0.232889|313|250
2015-01-01|1.457778|1.824583|-0.366806|45|24
2015-01-02|1.662619|1.879529|-0.21691|420|297
2015-01-03|1.717|1.746897|-0.029897|50|29
2015-01-04|1.596354|1.890615|-0.294261|96|65
2015-01-05|1.658021|1.77523|-0.117209|571|413
2015-01-06|1.629199|1.757647|-0.128448|687|408
2015-01-07|1.692545|1.655486|0.03706|385|175
2015-01-08|1.732625|1.664148|0.068476|701|364
2015-01-09|1.744279|1.714541|0.029738|451|218
2015-01-10|1.89|1.659167|0.230833|46|12
2015-01-11|1.722766|1.555|0.167766|47|26
2015-01-12|1.64267|1.889|-0.24633|352|310
2015-01-13|1.688224|1.753225|-0.065001|518|307
2015-01-14|1.682763|1.750071|-0.067308|456|280
2015-01-15|1.692292|1.849544|-0.157252|554|461
2015-01-16|1.571935|1.791247|-0.219312|744|425
2015-01-17|1.59125|1.45|0.14125|8|11
2015-01-18|1.78125|1.655429|0.125821|56|35
2015-01-19|1.723732|1.841031|-0.117299|276|97
2015-01-20|1.696019|1.685198|0.01082|432|202
2015-01-21|1.707384|1.780851|-0.073467|367|188
2015-01-22|1.760044|1.84216|-0.082115|453|213
2015-01-23|1.804159|1.704618|0.099541|440|249
2015-01-24|1.374286|1.907778|-0.533492|42|18
2015-01-25|1.644906|1.835862|-0.190956|106|58
2015-01-26|1.77955|1.838038|-0.058488|511|265
2015-01-27|1.749236|1.827261|-0.078025|1740|1004
2015-01-28|1.724074|1.782032|-0.057958|1215|679
2015-01-29|1.769358|1.692222|0.077135|825|396
2015-01-30|1.761551|1.798675|-0.037124|677|385
2015-01-31|1.830595|1.601136|0.229459|84|44
2015-02-01|1.723814|1.979524|-0.255709|97|63
2015-02-02|1.690952|1.792905|-0.101952|441|241
2015-02-03|1.773536|1.717087|0.05645|509|254
2015-02-04|1.773791|1.735868|0.037923|678|363
2015-02-05|1.711296|1.5664|0.144896|324|150
2015-02-06|1.585344|1.758345|-0.173002|262|139
2015-02-07|1.342703|1.669545|-0.326843|37|22
2015-02-08|1.836338|2.122727|-0.286389|71|22
2015-02-09|1.731193|1.687485|0.043708|394|167
2015-02-10|1.831693|1.750097|0.081595|644|308
2015-02-11|1.715142|1.560646|0.154496|527|263
2015-02-12|1.743654|1.612262|0.131392|457|221
2015-02-13|1.690276|1.712547|-0.022271|507|267
2015-02-14|1.540455|1.703462|-0.163007|66|26
2015-02-15|1.858889|1.515862|0.343027|99|29
2015-02-16|1.768806|1.7444|0.024406|134|50
2015-02-17|1.814072|1.68986|0.124212|361|215
2015-02-18|1.691018|1.67113|0.019888|285|177
2015-02-19|1.661529|1.862526|-0.200997|314|194
2015-02-20|1.777615|1.670833|0.106781|327|180
2015-02-21|1.763617|1.573125|0.190492|47|16
2015-02-22|1.98119|1.77475|0.20644|42|40
2015-02-23|1.781124|1.694542|0.086581|605|306
